tack range,  பசை ஒட்டுக்கால நெடுக்கம், 
acarpomyxea,  ஒரணு உயிரி வகை, 
accelerated growth,  முடுங்கிய வளர்ச்சி, 
accelerator abrasion,  முடுக்கி உராய்வு, 
accelerator abrasion test,  முடுக்கி உராய்வுச் சோதனை, 
accent colour,  அழுத்தமான நிறங்கள், 
accent rugs,  கரட்டு விரிப்பு, 
accenting,  அழுத்திக்காட்டுதல், 
accentuation of character,  மனக் கருத்தழுத்தம், 
accentuation stress,  மன அழுத்தம், 
psychological stress,  மன அழுத்தம், 
psychic tension,  மன அழுத்தம், 
accept table value,  ஏற்பு அட்டவணை மதிப்பு, 
acceptance behaviour,  ஏற்பு நடத்தை, 
acceptance of dyes,  சாயம் ஏற்பு, 
acceptance preference test,  முன்னடிப்படைத் தேர்வு, 
acceptance syndrome,  இணக்குவித்தல் நோய்த்தொகை, 
acceptor of action result,  செயல்விளைவு ஏற்பி, 
access control list,  அணுகுக் கட்டுப்பாட்டு பட்டியல், அணுகல் கட்டுப்பாட்டுப் பட்டியல், 
access time,  அணுகும் நேரம், அணுகு நேரம், அடையும் நேரம், அணுகல் நேரம், 
access to factors of production,  உற்பத்திக் காரணிகளை அணுகுமை, 
accessability,  அணுகுமை, 
peripheral equipments,  துணைக் கருவிகள், 
accessory gland,  துணை நாளம், துணைச் சுரப்பி, 
accessory respiratory organ,  துணை மூச்சுயிர்ப்பு உறுப்பு, துணை மூச்சுறுப்பு, 
accessory spore,  துணைச் சிதல், துணை விதைத்தூள், 
accident management,  நேர்ச்சி மேலாண்மை, 
accident method,  நேர்ச்சி முறை, 
accident prevention,  நேர்ச்சித் தவிர்ப்பு/ விபத்துத் தடுப்பு, 
accident prone,  நேர்ச்சி வாய்ப்பு, 
accident sampling,  நேர்ச்சிப் பதக்கூறெடுப்பு, 
acclamation,  குமிலம், பாராட்டுப் பேரொலி, 
accommodation practices,  தகவமைப்பு நடைமுறைகள், 
subfunction,  துணைப்பணி, 
subsidary occupation,  துணைப்பணி, 
subtask,  துணைப்பணி, 
accomplishment,  நிறைவேற்றுதல்/ வித்தகம், அறுதிப்பாடு; நிறைவேற்றம்// சிறப்புத் தகுதி, பூரணம், 
accordian stitch,  துருத்தித் தையல், 
accordion pleating,  துருத்தி மடிப்பு, 
account systems,  கணக்கு வைக்கும் முறைகள், 
account transfer,  கணக்கு மாற்றல், 
accounted,  விளக்கமுற்ற, 
accounting aids,  கணக்கு வைப்பு உதவிகள், 
accounting ratio,  கணக்கு வைப்பு விகிதம், 
accounting skill,  கணக்கு வைப்புத் திறன், 
accroid resin,  அகராய்டு பிசின், 
accrued expense,  திரள் செலவு, 
accrued income,  திரள் வருவாய்// சேர்ந்தடை வருமானம், 
accumulation of wealth,  செல்வக் குவிப்பு, 
accurate enumeration,  துல்லியமாக எண்ணுதல், துல்லியக் கணக்கெடுப்பு, 
accurate financial planning,  துல்லியமான நிதித் திட்டமிடல், 
accurate measurement,  துல்லிய அளவீடு, 
accurate record,  துல்லியப் பதிவேடு, 
accurate response,  துல்லியமான பதில், துல்லியத் துலங்கல், 
accusative agent,  குற்றம்சாட்டு முகவம், 
accustomed,  பழக்கப்பட்ட, போந்த, 
cementum,  பற்காரை, பற்காரை எலும்பு, பற்கள் ஈறுடன் இணைக்கும் கடினமானப் பொருள, 
acellularcementum,  பற்காரை, 
acetate cellulose,  அசெட்டேட் நாரிழைமம், 
acetate dyes,  அசெட்டேட் சாயம், 
acetate fabrics,  அசெட்டேட் துணி, 
acetate fibre,  அசெட்டேட் இழை, 
acetate foil,  அசெட்டேட் படலம், புளிங்காடி மென்தாள், 
acetate luster,  அசெட்டேட் அமில மிளிர்வு, 
acetate of iron,  இரும்பு அசெட்டேட், 
acetic acid bacteria,  அசெட்டிக் அமில பாக்டீரியா, 
acetic acid fermentation,  அசெட்டிக் அமில நொதித்தல், 
acetify,  புளிப்பாக்கு, 
acetonemia,  இரத்தத்தில் அசெட்டோன் மிகல், 
acetonuria,  சிறுநீரில் கலப்பு// சிறுநீரில் அசெட்டோன் மிகல், 
acetyl group,  அசெட்டைல் தொகுதி, 
acetyl sulphuric acid,  அசெட்டைல் கந்தக அமிலம், 
achalasia,  உணவுக்குழாய் முடிவு, உணவுக்குழல் தளராமை, உணவுக்குழாய் தசைதளர்ச்சி, உணவுக்குழாய் அலைவு, தளரவியலாமை, 
acheivement day,  எய்தல் நாள்// சாதனை நாள், 
acheivers,  எய்தியான்// சாதனையாளர், 
acheson process,  அக்கீசன் செயல்முறை, 
achieved material,  எய்திய பொருள், அடைந்த பொருள், 
achieved objectives,  எய்திய குறிக்கோள்கள், 
achieved status,  எய்திய தகுதி, எய்திய தகுநிலை, 
achievement motive,  சாதனை உந்துதல், 
achievement need,  நிறைவேற்றுவிடாய், 
achievement orientation,  சாதனைப் போக்கு, 
achievement pressure,  சாதனை உந்தல், 
achievement tests,  சாதனைச் சோதனைகள், அடைவுச் சோதனைகள், ஈட்டார்வச் சோதனைகள், 
achiote,  அசியோட் சாயம், 
achlia gastrica,  வயிற்றில் அமிலம் சுரக்காமை, 
acholia,  பித்தச்சுரப்பின்மை, பித்த நீரின்மை// சிறுகுடலில் பித்தநீரின்மை, 
acholuria,  பித்தமில் நீரிழிவு, பித்தத்துகளற்ற சிறுநீர்// சிறுநீரில் பித்தநீரின்மை, 
achromatic colour,  நிறம்பிரியா ஒளிர்வு, 
achromatin,  கறையேற்காத உயிரணுவின் கூறு, 
achromatin granule,  கறையேற்கா சிறுமணி, 
acid ageing,  அமில முதிர்வு, 
acid ash,  அமிலச் சாம்பல், 
acid ash diet,  அமிலச் சாம்பல் திட்ட உணவு, 
acid bath,  அமிலக் குளியல், அமில முழுக்கு/ காடி முழுக்கு, 
acid colour fading,  அமிலத்தால் நிறம் மங்கல், 
acid crystal,  அமிலப் படிகம், 
acid desizing,  அமிலமுறைக் குறைப்பு, 
acid dope,  அமில மாசு, 
acid dyeing,  அமிலச் சாயமிடல், 
acid fading,  அமிலத்தால் சாயம் மங்குதல், 
acid proof,  அமில எதிர்ப்பு, 
acid resistance,  அமில எதிர்ப்பு, 
acid finish,  அமிலச் சீராக்கம், 
acid finish treatment,  அமிலச் சீர்ப்பதனம், 
acid formation,  அமிலவாக்கம், 
acidify,  அமிலமாக்கு, 
acidiospore,  அமிலச் சிதல், 
acidity constant,  காடித்தன்மை மாறிலி/ காடிமை மாறிலி, 
acidogenic stage,  அமிலவாக்க நிலை, 
acidometer,  காடிமானி, அமிலமானி, புளிமமானி, 
acidophilic,  காடிநிற ஏற்பி, அமிலநாட்ட, அமிலநிற ஏற்பி, 
acidophilus milk,  அமிலநாட்டப் பால், 
acidifier,  அமிலமாக்கி, 
acidulous,  இளம்புளிப்பான, அமிலத்தன்மையான, 
aciduria,  சிறுநீரில் அமிலம், அமிலச்சிறுநீர், 
aciduric organisms,  அமில உயிரிகள், 
acknowledge,  ஏற்புத்தெரிவி, 
baldness,  மொட்டை, அகேசம், தட்டை, தலைமயிருதிரல்: மட்டை/ கலதி, தலைவழுக்கை, புழுவெட்டு: மழுக்கம்// சொட்டு, பொட்டல்/ வழுக்கை// சொட்டை: மொண்ணை, போடு, பூச்சிவெட்டு, 
alopecia,  வழுக்கை, அகேசம்/ வழுக்கை மயிர் உதிரல்// சொட்டைத்தலை: முடிகொட்டிய நிலை// சொட்டை, தலைமயிருதிரல்: முடியற்றநிலை, தலைவழுக்கை, பூச்சிவெட்டு, புழுவெட்டு, 
phalakros,  வழுக்கை/ வழுக்கையர், 
acomia,  வழுக்கை, தலை வழுக்கை, 
aconchada,  சொரசொரப்புக் கம்பளி, 
ecouaille,  சொரசொரப்புக் கம்பளி, 
acoustic coding,  ஒலிக் குறிமுறையாக்கம், 
acoustic instrument,  ஒலிக்கருவி, 
acoustic property,  ஒலிப் பண்பு, ஒலியியற் பண்பு, 
acquired aphasia,  பயின்ற பேச்சுத்திறன், 
acquired behaviour,  தேட்டநடத்தை, பயின்ற நடத்தை, 
acquired colour,  ஈட்ட நிறம், பெற்ற நிறம், 
acquired immuno deficiency syndrome,  ஏமக்குறைவு நோய்த்தொகை, ஈட்டிய தடுப்பாற்றல் குறைபாட்டுக் கூட்டறிகுறி, 
acquired needs,  பழக்கத் தேவைகள், 
acquired reflex,  பழக்க மறிவினை, ஈட்டிய மறிவினை, 
acquisition of knowledge,  அறிவு ஈட்டம், அறியலுறவு, 
acquisitive objective,  கைப்பற்றும் நோக்கம், 
acri,  அக்ரி, 
acrid,  காழ், உறைப்பான, 
acridel,  செயற்கை நூல், 
acrilan fabric,  அக்ரிலான் துணி, 
acrilan fibre,  அக்ரிலான் நூல், 
acrisia,  நோய்முதல் அறியாமை; நோய்மூலம் அறியாமை; நோய் மூலம் அறியாமை, 
acrobat,  கழைக் கூத்தாடி/ கழைக்கூத்தாடி/ களரியன்/ கூத்தாடி, 
acrocyanosis,  கைகால் நீலம்பூத்தல்; நீலவாதை, புறமுனை நீலம்பூரித்தல், 
acrolith,  தலையுரு/ கற்பூண் சிலை, 
acromatise,  நிறம் நீங்கச்செய், 
acrophobia,  இருப்பு வெருளி, உயர்பு வெருளி, உயர அச்சம், உச்சவச்சம், உயர் இட அச்சம், 
acrugo,  கலை உரு, 
acrylic blends,  அக்ரிலிக் பொதித் துணி, 
acrylic canvas,  அக்ரிலிக் முரட்டுத் துணி, 
verel,  அக்ரிலிக் இழை, 
acrylic grafting,  அக்ரிலிக் முறை ஒட்டவைத்தல், 
acrylic painting,  அக்ரிலிக் வண்ணந்தீட்டுதல், 
acrylic sculpture,  அக்ரிலிக் சிற்பக்கலை, 
acrylic sheet,  அக்ரிலிக் தகடு, 
acrylics,  நெகிழி வகை, 
actias,  இந்தியப் பட்டுப்புழு வகை, 
actinic degradation,  கதிரியக்கத் தரக்கேடு, 
actinobiology,  கதிர்விளைவு உயிரியியல்/ கதிரிய உயிரியல்/ கதிரியக்க உயிரியல், 
actinomyces,  கதிரியக்க பாக்டீரியா , படரிநுண்மி/ விண்மீன் காளான், 
actinomycin,  நுண்ணுயிரிக்கொல்லி மருந்து வகை, 
actinomycosis,  கதிர்க்காளானோய் ஒளித்தாக்க நிறநிரல்/ கதிரியக்க பாக்டீரியத் தொற்றுநோய், தாடைவீக்கநோய்: மரநாக்கு நோய்/ கதிர்ப்பூஞ்சை/ கதிர்ப்பூஞ்சையழற்சி, 
radiation therapy,  கதிர்வீச்சுப் பண்டுவம்/ கதிர்வீச்சு மருத்துவம்/ கதிரியக்க மருத்துவம், 
radiative treatment,  கதிரியக்க மருத்துவம், 
action limit,  செயல் வரம்பு, 
action sequencing,  செயல் வரிசைமுறையாக்கல், 
action skill,  செயல் திறன், 
action song,  செயலாக்கப் பாட்டு, 
action stretch,  செயல் நெடுக்கம், 
action theory,  வினையாற்றல் கோட்பாடு/ வினைக் கோட்பாடு, 
action wave,  செயலுக்கு ஏற்றவாறு ஆடையணி, 
activating plans,  செயலூக்கத் திட்டங்கள், 
activational role of hormones,  இயக்குநீர் ஊக்கற்பணி, 
active communication,  தொடரும் தகவல்தொடர்பு, 
active crowd,  கிளர்வுற்ற கும்பல், 
participatory learning,  பங்கேற்புக் கற்றல், 
participation learning,  பங்கேற்புக் கற்றல், 
active learning,  பங்கேற்புக் கற்றல், 
active participants,  பங்கேற்பவர், 
active play,  செயலூக்க விளையாட்டு, 
active women group,  செயலூக்க மகளிர் குழு, 
activeness of personality,  தனி ஆளுமைச் செயல்முனைவு, 
activeness orienting,  செயலுக்கு ஆற்றுப்படுத்துதல், 
activitity analysis,  செயல் பகுப்பாய்வு, 
activity based curriculum,  செயல்சார் பாடத்திட்டம், 
activity theory,  செயல் கோட்பாடு, 
actomyosin,  தசைச் சுருக்கப் புரதம், 
act psychology,  செயற்பாட்டு உளவியல், 
actual self,  நிலவும் தன்னிலை, தன்னிலை மெய்ம்மை, 
actual wages,  உண்மையான கூலிகள், 
actualized,  மெய்யாக்கப்பட்ட; நடைமுறையாகிய, 
actualizing tendency,  நடப்பாக்கும் போக்கு: மெய்யாக்கப் போக்கு, 
acuity,  கடுப்பு; நுண்மை/ கூர்மை/ கூர்மதி, 
sharpness,  அயில்// செண்டு; நுணுக்கம், ஆர், ஐ, அள்// சுனை// சுறுக்கு; நிசிதம், உளி/ கூல்/ வாள்: மணை, ஒள்/ வினா, துய், ஆடு/ காட்டம்/ கூர்ச்சி/ கொன்/ கூரியம், அலகு/ வை/ வயிர்/ கூர்மை: மூளி/ வள், ஊசி, அளம்; நிசீதம்/ கருக்கு, தாரை/ கூர்ப்பு, தீட்சணம்// சூட்டிக்கை, துண்டரிக்கம்/ வடி, பூ/ கூர், ஆர்மை/ கதிப்பு/ வயிரம்// சுணை, ஆயத்தம்/ கதிர்மம், எஃகம்/ கதிமை; நுண்மை/ வெள்/ விரகு: முள், தீவிரம்: மூர்ச்சை; நுணக்கம், துருநகம், அரி/ கடி, ஊகு/ கடு, 
acute depression,  கடும்சோர்வு, 
acute diarrhoea,  கடும் வயிற்றுப்போக்கு, 
acute gastritis,  நுண்கடும் இரைப்பையழற்சி/ கடும் இரைப்பை அழற்சி, 
acute infection,  உச்சத்தொற்று; நுண்கடுந்தொற்றல்/ கடுந்தொற்று: முனைப்புறு தொற்று, திடீர்த்தொற்று, 
acute lymphocytic leukemia,  கடும் நிணவணு இரத்தப்புற்று/ கடும் நிணநீர்ப்புற்று, 
acute massive collapse of the lung,  கடும் நுரையீரல் பெருஞ்சுருக்கம், 
acute mylocytic leukemia,  கடும் ஒற்றையனு இரத்தப்புற்று/ கடும் திசுவணு இரத்தப்புற்று, 
acute pancreatitis,  கடும் கணைய அழற்சி: முனைப்புறு கணைய அழற்சி, 
acute phase protein,  விரைந்த வளர்ச்சிப்படி புரதம், 
acute poisoning,  கடும் நஞ்சேற்றம், 
acute renal failure,  முனைப்புறு சிறுநீரகச் செயலிழப்பு/ கடும் சிறுநீரகக் குலைவு, 
acute rhinitis,  கடும் உள்மூக்கு அழற்சி, 
acute ward,  கடும் நோயாளர் கூடம், 
acute yellow atrophy,  தீவிர மஞ்சள் சிதைவு/ கடுமஞ்சள் மெலிவு, 
acyclic compound,  திறந்த தொடர் சேர்மம்/ வளையமற்றச் சேர்மம், 
adage,  சொலவடை: முதுமொழி: முன்மொழி, 
adapangia,  பண்பாட்டுக் குறியீடு, 
adaptation of the eye,  கண் தகவமைதல், 
adaptation syndrome,  இசைவாக்கக் கூட்டறிகுறி, தகவமை இயலாமை, 
adaptive answering,  இணக்கப் பதில், தகவமைப் பதிலிடல், 
adaptive phase,  இணக்கநிலை, 
adarsa adarsia,  இந்திய நய மென்பருத்தி வகை, 
adatais addatis,  இந்திய மென்பருத்தி வகை, 
addhi light muslin,  மெல்லிய மஸ்லின் துணி, 
addhi adhi,  கைத்தறி மென்பருத்தி, 
addict,  பழக்கத்திற்கடிமை, பழக்க அடிமை, பழக்கவடிமை/ வயவன்/ வழக்கமாக்கு, 
adding machine,  கூட்டும் எந்திரம்/ கூட்டல் எந்திரம், 
addition polymerization,  கூட்டு முறைப் பலபடியாக்கம்/ கூடுதல் பலபடியாக்கல், 
additive composition,  கூடுதல் உட்கூறுகள், 
address bar,  முகவரிப் பட்டை, 
adelaide wools,  அடிலெய்டு கம்பளி, 
adelphi,  அடெல்பி முறை, 
adelpic polyandry,  பல கணவர் மணமுறை, 
angitis,  குருதிநாள அழற்சி; நாளஅழற்சி/ குழலழல், 
adenitis,  நாளஅழற்சி// சுரப்பிஅழற்சி// சுரப்பியழற்சி கோளவழல், 
adenocarcinoma,  நாளப்புற்றுநோய்// சுரப்பித்திசுப் புற்று// சுரப்பிப் படலப்புற்று, 
adenoid,  அண்ணத் தசை, அடினாய்ட்// சுரப்பிப் போலி, எல்லுகுத்தி, 
adenoma,  கோளப்புற்று சுரப்பிக்கழலை: மார்புச் சிலந்தி// சுரப்பிவடிவ புற்றுக்கட்டி, 
adenomatous polyps,  நாளக்கழலை// சுரப்பிபோன்ற கட்டி, 
adenos,  சிரியா பருத்தி, 
adenosyl cobalamin,  அடினோசில் கோபாலமைன், 
adenovirus,  நாள நச்சுயிரிகள், 
adequate control,  போதுமான கட்டுப்பாடு, 
adequate finance,  போதுமான நிதி, 
adequate intake,  போதியளவு உட்கொள்ளுதல், 
adequate measures,  போதுமான நடவடிக்கைகள், 
adequate nutrition,  போதுமான சத்துணவு, 
adequate price,  தக்கவிலை, 
adequate protection,  தக்கப் பாதுகாப்பு, 
adequate service,  போதுமான சேவை, 
adequate space,  போதுமான இடம், 
adequate treatment,  தக்கச் சிகிச்சை, 
adguvasa,  அடுகுவாச, 
adhering protein,  ஒட்டும் புரதம், 
adhesive activated yarns,  ரப்பர் தோற்றத் துணி, 
adhesive substances,  ஒட்டும் பொருட்கள், 
adhesives,  ஒட்டுப்பொருட்கள், பசைமங்கள், ஒட்டிகள், ஒட்டுப் பொருள்கள், பசைகள், 
adhoc rules,  தற்காலிக விதிகள், அற்றைப் பணி நெறியீடு, தனிவிதிகள், அதற்கென அமைந்த விதிகள், 
adhoc survey,  தற்காலிக அளக்கை, 
ad hock,  ஜெகார்டு வடிவத்தின் மீது செய்யப்படும் அச்சு, 
gamcha,  கைத்தறித் துணி, 
doaria bufta,  கைநூற்பு நூல்/ கைத்தறித் துணி, 
adhotar,  கைத்தறித் துணி, 
adiabatic change,  வெப்பம்கடவா மாற்றம்/ வெப்பமாறா நிலை வேறுபாடு: மாறாவெப்ப மாற்றம், 
adipectomy,  கொழுப்பினிக்கட்டி நீக்கம், 
adipic,  கொழுப்புச்சார்/ கொழுப்பைச் சார்ந்த, 
adipocell,  கொழுப்பினிப் பிதுக்கம், 
adipocyte,  கொழுப்பினி உயிரணு, 
adipohepatic,  கல்லீரல் கொழுப்பேற்றம், 
adipolysis,  கொழுப்பினிச் சிதைப்பு/ கொழுப்புச் செரிப்பு, 
adipose cells,  கொழுப்புச் சேம உயிரணுக்கள், 
adipose mass,  உயிரினக் கொழுப்புத் திரள், 
adiposity,  கொழுப்புடைமை: மிகைக் கொழுப்பியம்/ கொழுப்பேற்றம்/ கொழுப்பு மிகை, 
adiposuria,  கொழுப்பினிச் சிறுநீர், 
adjacent colour schemes,  அருகமை நிற அமைப்புகள், 
adjacent molecule,  அண்டை மூலக்கூறு, 
adjective dyes,  சாயமேற்றுப் பொருள், 
adjoining rooms,  அண்டை அறைகள், 
adjudication tribunal,  நடுவர் தீர்ப்பு ஆயம், 
adjust mental reactions,  உளத்துலங்கல்களைச் சரிசெய், 
adjustable furniture,  சரிசெய்தகு இருக்கைகள், 
adjustable work triangle,  சரிசெய்தகு பணி முக்கோணம், 
adjustmental problems,  சரிசெய்தல்சார் சிக்கல்கள், 
administrative apparatus,  நிருவாகக் கருவி, 
administrative committee,  நிருவாகக் குழு, 
administrative dietitian,  உணவியல் மேலாண்மையர், 
administrative leadership,  நிருவாகத் தலைமை, 
administrative setup,  நிருவாக அமைவு, 
administrative structure,  நிருவாகக் கட்டமைப்பு, 
administrative theory,  நிருவாகக் கோட்பாடு, 
admiralty cloth,  ராணுவச் சீருடைத் துணி, 
adorer,  போற்றுநர், 
admirer,  போற்றுநர், 
admissibility,  ஏற்கத்தக்க தன்மை, ஏற்கத்தகும் தன்மை, ஏற்றுக்கொள்ளத்தக்கத் தன்மை, 
allowable,  அனுமதிக்கத்தக்க, 
admission committee,  ஏற்புக்குழு, அனுமதி வழங்கும் குழு// சேர்க்கைக்கான குழு, 
admission of partners,  கூட்டாளி சேர்ப்பு, 
admix,  கலவை// சேர்/ கலந்து ஒன்றாகு, 
admixture of cereals,  தானியக் கலவை, 
admonition,  நயமான கண்டிப்பு;- இடித்துரை, எச்சரிப்புரை// சொல்வார்த்தை/ கண்டித்து விடல்// சொற்புத்தி/ கழற்று, உறுதிக்கட்டுரை, எச்சரிப்பு, உறுதிச்சொல்/ கழறல்; நல்லறிவு புகட்டுதல், அறக்கடிந்துரை, புத்தி/ கடிந்துரை, 
admonitive,  கண்டிக்கிற, 
admonitor,  அற அறிவுரைஞர், அறவுரைஞர், 
adnauseam,  குமட்டல் ஊக்கி/ குமட்டலூக்கி, 
nauseant,  குமட்டலைத் தூண்டுகின்ற/ குமட்டல் ஊக்கி/ குமட்ட லூக்கி, 
adolescence ceremonies,  குமரப்பருவச் சடங்குகள், 
adolescent age,  வளரிளம் வயது, 
adolescent characteristics,  வளரிளமைப் பான்மைகள், 
adolescent conflict,  வளரிளையோர் பூசல், 
adolescent development,  வளரிளம் பருவ வளர்ச்சி, 
adolescent egocentrism,  வளரிளைஞர் அகந்தை, 
adolescent girls,  வளரிளம் பெண்கள், 
adolescent moodiness,  வளரிளமைப் பருவ உணர்வு, 
adolescent personality,  வளரிளமை ஆளுமை, 
adolescent pregnancy,  வளரிளமையில் கருவுறல், 
adolescent self image,  வளரிளமைத் தற்படிமம், 
adolescent sexual script,  வளரிளமைப் பாலின இலக்கணம், 
adolescent societies,  வளரிளமைச் சமுதாயம், 
adoption of contract,  ஏற்பு ஒப்பந்தம், 
adoption process,  தத்தெடுப்பு நடைமுறை, 
commensurable,  ஒரே அளவான, பொது அளவுள்ள, ஏற்புறு, 
adoptive culture,  ஏற்புறு பண்பாடு, 
adoptive family,  ஏற்புறு குடும்பம், 
adoptive trial,  மாற்றி அமைக்கத்தக்க முயற்சி, 
adorenia,  உணவு அவாமின்மை, உணவாவின்மை, 
adoring,  போற்றும், 
adorn,  அழகூட்டு, அழகுபடுத்து, ஒப்பனைசெய்; நலம்பாராட்டு, அணிசெய்: முடி, 
makeup,  நிரற்பாடு, ஒப்பனை, 
adornment,  கோலம், அலங்கரணம்// சாத்துப்படி, ஒப்பனை/ கோடணை, அலங்கிருதம், பிரதிகருமம், அலங்காரம்: மண், ஒப்பனை செய்தல், அணி செய்தல், அழகுபடுத்துதல், பூசல், 
adrenal androgens,  அண்ணீரக ஆண்மையாக்கிகள், 
cortisol,  கார்ட்டிசால் , அண்ணீரகப் புறணி, 
adrenal vein,  அண்ணீரகச் சிரை, 
adrenocortico tropic,  அண்ணீரகப் புறணிச் சுரப்பூக்கி, 
adrenocorticoids,  அண்ணீரகப் புறணிச் சுரப்புகள், 
adrenocorticotropic hormone,  சிறுநீரக மேல்சுரப்பி ஊக்குநீர், அண்ணீரகப் புறணி ஊக்கும் இயக்குநீர், 
adrenomyelo neuropathy,  அண்ணீரகத் தசை நரம்புறை வலி, 
adrianople twill,  சாயச் சாய்வரி நெசவுத் துணி, 
aduentitia,  குருதிநாளப் புறத்தோல், 
adult family,  முதிர்ந்தோர் குடும்பம், 
adult literacy,  வயது வந்தோர் எழுத்தறிவு/ வயதுவந்தோர் எழுத்தறிவிப்பு, 
adult onset obesity,  கட்டிளமை கொழுமைத் தொடக்கம், 
advance directives,  சிறுநீர் கழிதலூக்கிகள், 
advance receipt,  முன் பற்றுச்சீட்டு, 
advanced cancer,  முற்றியப் புற்று, 
advanced colour,  முன்னீடான நிறங்கள், 
advancing nature,  முன்னோக்கு இயல்பு, 
advantageous,  நயன்தரும், தக்கு, 
advene,  சேர்ந்து மிகு, 
adventitious deafness,  இயல்பிறழ் காதுகேளாமை, 
adventurism,  புதுமுயற்சி வேட்டல்// செயல் துணிவு, 
adverse reactions,  கேடுதரு வினைகள், எதிரிழைச் செயல்கள், 
advertisement copy,  விளம்பர நகல், 
advertisement cost,  விளம்பரச் செலவு, 
advertisement needs,  விளம்பரத் தேவைகள், 
advertiser,  விளம்பரம் செய்பவர்/ விளம்பரக்காரர், 
advertising media,  விளம்பர ஊடகங்கள், 
advertising message,  விளம்பரச் செய்தி, 
advertising specialities,  விளம்பரச் சிறப்புப் பிரிவுகள், 
advise,  அறிவுரை கூறு, உபதேசி; நல்லுரை கூறு, அறிவுரைக்கூறு, 
advocacy,  பரிந்துப் பேசுதல், 
aedes,  ஏடிஸ் கொசு, 
aegean art,  ஏஜியன் கலை, 
aerate,  காற்றூட்டு, 
aerated yarn,  காற்றூட்ட நூல், 
aerating fish,  மீன் உலர்த்துதல், 
persepctive,  இயல்தோற்றம், 
aero allergens,  காற்றிலுள்ள ஒவ்வாமைப் பொருள், 
aero coccus,  உயிர்வளிநாட்ட நுண்ணுயிரிகள், 
aerobic conditions,  உயிர்வளிநாட்டச் சூழல், 
aerobic exercise,  திறந்தவெளி உடற்பயிற்சி/ காற்றுறு பயிற்சி, 
aerobiology,  காற்று உயிரியல்/ வளி உயிரியல்/ காற்றுயிரியியல், உயிர்வளி வாழ் உயிரியல், 
aerobiosis,  காற்று உயிர்வாழ்க்கை, உயிர்வளி வழி உயிர்வாழ்வு, 
aerodynamic spinning,  வளியியக்க விசையில் நூல்நூற்றல், 
aerogenic,  வளியாக்க, 
aeromion,  தோல்பட்டை முனை, 
aerophane,  சுருக்கமுள்ளத் துணி, 
aeroplane fabric,  வான்கலத் துணி, 
airship fabric,  வான்கலத் துணி, 
aerosol filters,  தூசி வடிக்கட்டிகள், 
aesthete,  அழகுணர்ச்சியுடையவர், 
aesthetic appreciation,  அழகு நயப்பு, 
aesthetic experience,  அழகியல் பட்டறிவு, 
aesthetic perception,  அழகியல் புலன்காட்சி, அழகியல் நோக்கு, 
aesthetic sense,  முருகியலுணர்வு, அழகியலுணர்வு, அழகுணர்வு, 
aesthetic feeling,  கலையுணர்வு, அழகுணர்வு, 
aesthetic taste,  அழகுநய உணர்வு, 
aestheticist,  அழகியலார், 
aetiological myths,  நிகழ்வுக் காரணவியல் தொன்மங்கள், 
aetorial blood gas,  நாள இரத்த வளிமம், 
affairs,  திறக்கு; நிலைவிவரக் கூற்று/ வாழ்க்கைத்தொழில்கள், உலோகயாத்திரை, தேவை, 
affect displays,  தாக்கமூட்டும் காட்சிகள், 
affected,  தாக்கமுற்ற, 
affecting,  உறுத்துதல், தாக்கு, தாக்கமுறுத்தும், 
affection need,  அன்புவிடாய், 
affectional drive,  உணர்ச்சிசார் தூண்டல், 
affectional relation,  நன்மதிப்புறவு, 
affectionate,  ஈரிய, ஆர்வலித்தல், பசை, பற்றுமிகு, பாசமுடைய, அன்புள்ள, 
affective disorders,  மனநிலை மாறுபாட்டுக் கோளாறுகள்: மிகைஉணர்ச்சிக் கோளாறு: மனநிலைக் கோளாறுகள், 
field of consciousness,  உணர்வுக் களம், 
affective domain,  மனவெழுச்சிசார் இலக்கு, உணர்வுக் களம், 
affective process,  எழுச்சிசார் செயல்முறைகள், உணர்ச்சிச்செயல் முறை, 
afferent brachial vessel,  உட்செல் கிளைக்குழாய், 
afferent synthesis,  அகமுக இணையாக்கம், 
afferent vessels,  உட்குழல்கள், 
affiliation need,  இணைப்பின் தேவை, 
affinity of dyeing,  சாயம் ஒட்டுந் தன்மை, 
affirming values,  வலியுறுத்தப்பட்ட மதிப்புக்கள், 
affluent consumers,  வளமிகு நுகர்வோர், 
affluent persons,  வளமிகு மனிதர்கள், 
affordability,  தாங்குமை, 
affordable,  தாங்கத்தகு, 
afforestration,  காடுவளர்த்தல், 
aforethought,  முன்கருதப்பட்ட: முன்னரே கருதப்பட்ட: முற்கருத்து: முன்திட்டமிட்ட: முற்சிந்தனை: முன்பே திட்டமிட்ட: முன் கருதப்பட்ட, 
afraid,  அஞ்சும், 
african cotton,  ஆப்பிரிக்கப் பருத்தி, 
african printing,  ஆப்பிரிக்க அச்சீடு, 
african saffron,  ஆப்பிரிக்க ஆரஞ்சுநிறச் சாயம், 
african sisal,  ஆப்பிரிக்கத் தாழை வகை, 
african stripe,  வண்ணப் பட்டை பருத்தித் துணி, 
after effects,  பின் விளைவுகள், பின்விளைவுகள், 
after growth,  பின் வளர்ச்சி, 
after image,  பின் பிம்பம், பின் படிமம், பின் தோற்றம், 
after taste,  சுவையெச்சம், 
after treating,  நடத்துகைக்குப் பின், 
